7FCC1AF7,755604E5,8.66666666667,26,18,9.0,26,0,18,0,1.33333333333,4,24,1.66666666667,0.333333333333,5,1,3.66666666667,31,7,0.0,0.666666666667,0,2
0FE87F32,755604E5,0.5,1,1,0.5,1,0,1,0,-0.5,-1,-6,0.5,1.0,1,2,0.5,8,14,0.5,0.5,1,1
7FF11E4C,755604E5,32.6666666667,98,16,8.0,98,0,16,0,8.0,24,109,8.33333333333,0.333333333333,25,1,5.33333333333,116,7,0.0,0.666666666667,0,2
7D3FBDD1,755604E5,0.5,1,2,1.0,1,0,2,0,-0.5,-1,-5,0.5,1.0,1,2,3.0,9,14,0.0,0.5,0,1
755604E5,755604E5,-0.0,0,0,-0.0,0,0,0,0,-0.0,0,0,0.0,0.0,0,0,-0.0,0,0,0.333333333333,0.333333333333,2,2
754E42F4,755604E5,47.3333333333,142,18,6.0,142,0,18,0,14.0,42,152,14.6666666667,0.666666666667,44,2,3.0,166,14,0.333333333333,0.333333333333,1,1
85B4BF88,755604E5,3.0,6,13,3.25,6,0,13,0,2.0,4,22,4.0,2.0,8,4,4.0,42,20,0.0,0.5,0,1
837D50D6,837D50D6,-0.0,0,0,-0.0,0,0,0,0,-0.0,0,0,0.0,0.0,0,0,-0.0,0,0,1.0,1.0,2,2
7FD80D18,7FD80D18,-0.0,0,0,-0.0,0,0,0,0,-0.0,0,0,0.0,0.0,0,0,-0.0,0,0,0.5,0.5,2,2
7EAC2FB2,7EAC2FB2,-0.0,0,0,-0.0,0,0,0,0,-0.0,0,0,0.0,0.0,0,0,-0.0,0,0,0.4,0.4,2,2
17952916,1962C022,-0.666666666667,-2,-6,-2.0,0,2,0,6,-0.0,0,0,0.0,0.0,0,0,1.0,0,0,0.0,1.0,0,3
1962C022,1962C022,-0.0,0,0,-0.0,0,0,0,0,-0.0,0,0,0.0,0.0,0,0,-0.0,0,0,1.0,1.0,6,6
77D923EF,77D923EF,-0.0,0,0,-0.0,0,0,0,0,-0.0,0,0,0.0,0.0,0,0,-0.0,0,0,0.25,0.25,1,1
81D1C280,77D923EF,12.5,25,18,18.0,25,0,18,0,1.0,2,8,1.5,0.5,3,1,1.5,10,2,0.0,0.0,0,0
7984E4DF,8622559E,-0.0,0,0,-0.0,0,0,0,0,0.25,1,1,0.25,0.0,1,0,2.5,1,0,0.0,0.75,0,3
862F32EF,8622559E,-0.0,0,0,-0.0,0,0,0,0,-0.0,0,0,0.0,0.0,0,0,1.5,0,0,0.0,0.5,0,1
75CF6859,7CA859C4,-0.0,0,0,-0.0,0,0,0,0,-0.666666666667,-2,-12,0.333333333333,1.0,1,3,4.33333333333,13,25,0.0,0.666666666667,0,2
7F2F4E85,7CA859C4,10.0,20,11,11.0,20,0,11,0,3.0,6,33,3.0,0.0,6,0,4.0,33,0,0.0,1.0,0,2
7663C096,7CA859C4,0.5,1,1,1.0,1,0,1,0,2.0,4,14,2.0,0.0,4,0,1.0,14,0,0.0,1.0,0,2
7CA859C4,7CA859C4,-0.0,0,0,-0.0,0,0,0,0,-0.0,0,0,0.0,0.0,0,0,-0.0,0,0,0.428571428571,0.428571428571,3,3
171AAE0C,7CA859C4,-0.0,0,0,-0.0,0,0,0,0,-0.0,0,0,0.0,0.0,0,0,-0.0,0,0,1.0,1.0,2,2
00E6A820,7CA859C4,10.6666666667,32,2,0.666666666667,34,2,9,7,5.66666666667,17,27,6.33333333333,0.666666666667,19,2,-0.666666666667,46,19,0.666666666667,0.333333333333,2,1
7F9734BE,7CA859C4,0.5,1,1,1.0,1,0,1,0,2.0,4,14,2.0,0.0,4,0,2.0,14,0,0.0,1.0,0,2
73AC484D,7CA859C4,2.0,4,1,1.0,8,4,9,8,0.5,1,8,0.5,0.0,1,0,-1.5,8,0,0.0,0.5,0,1
6458FEDE,7CA859C4,0.5,1,2,2.0,1,0,2,0,-0.0,0,0,0.0,0.0,0,0,-0.0,0,0,1.0,1.0,2,2
534F0E8C,7CA859C4,0.6,3,9,0.9,3,0,9,0,7.6,38,84,8.0,0.4,40,2,3.8,103,19,0.0,0.6,0,3
75B7035B,7CA859C4,-1.0,-2,-7,-2.33333333333,0,2,0,7,-1.5,-3,-30,0.0,1.5,0,3,-1.5,0,30,0.0,0.0,0,0
5A2384E5,7CA859C4,-0.0,0,0,-0.0,0,0,0,0,-0.0,0,0,0.0,0.0,0,0,7.0,0,0,0.0,1.0,0,2
73F0593A,7CA859C4,-0.5,-1,-5,-1.66666666667,1,2,2,7,-0.5,-1,-25,1.0,1.5,2,3,-0.5,5,30,0.5,0.0,1,0
7B38BF4E,7CA859C4,0.5,1,1,1.0,1,0,1,0,2.0,4,14,2.0,0.0,4,0,3.0,14,0,0.0,1.0,0,2
7F9B3AE6,7CA859C4,2.66666666667,8,7,0.875,8,0,7,0,4.33333333333,13,49,4.66666666667,0.333333333333,14,1,-0.333333333333,58,9,1.0,0.666666666667,3,2
549F2DD4,7CA859C4,-0.5,-1,-5,-1.66666666667,1,2,2,7,-0.5,-1,-25,1.0,1.5,2,3,3.0,5,30,0.0,0.0,0,0
8310D781,7ECA2B1E,-0.4,-2,-2,-0.4,0,2,0,2,-0.8,-4,-15,0.0,0.8,0,4,1.8,0,15,0.0,1.0,0,5
7A18C672,7ECA2B1E,-0.0,0,1,0.5,2,2,3,2,-1.0,-2,-5,0.5,1.5,1,3,-0.5,1,6,0.5,0.5,1,1
7B243211,7ECA2B1E,-0.0,0,0,-0.0,0,0,0,0,-2.0,-4,-14,1.0,3.0,2,6,-1.5,8,22,0.0,0.0,0,0
7F4BEDCD,7ECA2B1E,-0.0,0,0,-0.0,0,0,0,0,-1.66666666667,-5,-14,0.0,1.66666666667,0,5,-0.666666666667,0,14,0.0,0.0,0,0
86092560,7ECA2B1E,-0.0,0,0,-0.0,0,0,0,0,-3.0,-6,-22,0.0,3.0,0,6,-3.0,0,22,1.0,0.0,2,0
76C483ED,7ECA2B1E,-0.0,0,1,0.5,2,2,3,2,-1.0,-2,-5,0.5,1.5,1,3,0.5,1,6,0.0,0.5,0,1
85545573,7ECA2B1E,-0.0,0,0,-0.0,0,0,0,0,-0.8,-4,-8,0.4,1.2,2,6,1.0,6,14,0.2,0.6,1,3
7E527ACF,7ECA2B1E,-0.333333333333,-2,-2,-0.4,0,2,0,2,-0.5,-3,-8,0.0,0.5,0,3,3.0,0,8,0.0,1.0,0,6
7D750834,7780094F,0.5,1,1,1.0,1,0,1,0,1.0,2,13,1.0,0.0,2,0,-0.0,13,0,0.0,0.5,0,1
7780094F,7780094F,-0.0,0,0,-0.0,0,0,0,0,-0.0,0,0,0.0,0.0,0,0,-0.0,0,0,0.5,0.5,1,1
7F6E2DB9,862A7975,1.25,5,3,0.428571428571,6,1,7,4,1.5,6,7,1.75,0.25,7,1,1.25,8,1,0.0,0.75,0,3
862A7975,862A7975,-0.0,0,0,-0.0,0,0,0,0,-0.0,0,0,0.0,0.0,0,0,-0.0,0,0,0.857142857143,0.857142857143,6,6
76F93A7B,7D28BC80,2.75,11,15,3.75,11,0,15,0,0.25,1,1,0.25,0.0,1,0,1.0,1,0,0.25,0.5,1,2
82F43953,7D28BC80,-0.0,0,0,-0.0,0,0,0,0,-0.0,0,3,0.5,0.5,1,1,-0.0,4,1,0.5,0.5,1,1
80821BF4,78B044B7,11.0,22,25,3.57142857143,22,0,25,0,3.0,6,9,3.5,0.5,7,1,-1.0,14,5,0.0,0.5,0,1
7ECB5C6F,78B044B7,-0.0,0,0,-0.0,0,0,0,0,1.0,2,0,1.5,0.5,3,1,2.5,13,13,0.0,0.5,0,1
7E8C5488,78B044B7,0.5,1,1,0.142857142857,1,0,1,0,1.0,2,-2,1.5,0.5,3,1,2.0,11,13,0.0,0.5,0,1
76E1ED1D,78B044B7,-0.5,-1,-6,-6.0,0,1,0,6,-0.0,0,0,0.0,0.0,0,0,-2.0,0,0,0.5,0.0,1,0
5899BBFE,78B044B7,-0.5,-1,-6,-6.0,0,1,0,6,-0.0,0,0,0.0,0.0,0,0,-1.0,0,0,0.5,0.0,1,0
7FDE3B74,7D8A3FE1,-0.0,0,0,-0.0,0,0,0,0,-0.0,0,0,0.0,0.0,0,0,1.0,0,0,0.0,1.0,0,2
7999E714,80A531DC,-0.0,0,0,-0.0,0,0,0,0,-0.0,0,0,0.0,0.0,0,0,-0.0,0,0,0.5,0.5,2,2
7D24DB0C,80A531DC,-0.0,0,0,-0.0,0,0,0,0,-0.5,-1,-1,0.0,0.5,0,1,1.0,0,1,0.0,0.0,0,0
80A531DC,80A531DC,-0.0,0,0,-0.0,0,0,0,0,-0.0,0,0,0.0,0.0,0,0,-0.0,0,0,0.5,0.5,2,2
7FEF1164,834B1812,-0.0,0,0,-0.0,0,0,0,0,-0.0,0,0,0.0,0.0,0,0,-1.0,0,0,0.0,0.0,0,0
834B1812,834B1812,-0.0,0,0,-0.0,0,0,0,0,-0.0,0,0,0.0,0.0,0,0,-0.0,0,0,0.0,0.0,0,0
7F77B234,834B1812,-0.0,0,0,-0.0,0,0,0,0,2.5,5,4,3.0,0.5,6,1,-4.0,9,5,0.0,0.0,0,0
